param SpecifiedDemandProfile	default	0	:=
[TUNISIA,electricity,*,*]	:	2015	2020	2025	2030	2035	2040	:=
Ra3	0.003278	0.003278	0.003278	0.003278	0.003278	0.003278	
Ra4	0.003163	0.003163	0.003163	0.003163	0.003163	0.003163	
Ra5	0.002979	0.002979	0.002979	0.002979	0.002979	0.002979	
Ra6	0.00281	0.00281	0.00281	0.00281	0.00281	0.00281	
Ra7	0.003066	0.003066	0.003066	0.003066	0.003066	0.003066	
Ra8	0.003436	0.003436	0.003436	0.003436	0.003436	0.003436	
Ra9	0.003847	0.003847	0.003847	0.003847	0.003847	0.003847	
Ra10	0.004004	0.004004	0.004004	0.004004	0.004004	0.004004	
Ra11	0.004068	0.004068	0.004068	0.004068	0.004068	0.004068	
Ra12	0.004187	0.004187	0.004187	0.004187	0.004187	0.004187	
Ra13	0.004282	0.004282	0.004282	0.004282	0.004282	0.004282	
Ra14	0.004177	0.004177	0.004177	0.004177	0.004177	0.004177	
Ra15	0.003927	0.003927	0.003927	0.003927	0.003927	0.003927	
Ra16	0.00376	0.00376	0.00376	0.00376	0.00376	0.00376	
Ra17	0.003653	0.003653	0.003653	0.003653	0.003653	0.003653	
Ra18	0.003574	0.003574	0.003574	0.003574	0.003574	0.003574	
Ra19	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	
Ra20	0.003865	0.003865	0.003865	0.003865	0.003865	0.003865	
Ra21	0.003872	0.003872	0.003872	0.003872	0.003872	0.003872	
Ra22	0.003814	0.003814	0.003814	0.003814	0.003814	0.003814	
Ra23	0.003789	0.003789	0.003789	0.003789	0.003789	0.003789	
Ra24	0.003773	0.003773	0.003773	0.003773	0.003773	0.003773	
Ra25	0.003591	0.003591	0.003591	0.003591	0.003591	0.003591	
Ra26	0.003474	0.003474	0.003474	0.003474	0.003474	0.003474	
Ra27	0.003329	0.003329	0.003329	0.003329	0.003329	0.003329	
Ra28	0.003275	0.003275	0.003275	0.003275	0.003275	0.003275	
Ra29	0.003027	0.003027	0.003027	0.003027	0.003027	0.003027	
Ra30	0.002877	0.002877	0.002877	0.002877	0.002877	0.002877	
Ra31	0.003086	0.003086	0.003086	0.003086	0.003086	0.003086	
Ra32	0.003543	0.003543	0.003543	0.003543	0.003543	0.003543	
Ra33	0.003957	0.003957	0.003957	0.003957	0.003957	0.003957	
Ra34	0.004115	0.004115	0.004115	0.004115	0.004115	0.004115	
Ra35	0.004262	0.004262	0.004262	0.004262	0.004262	0.004262	
Ra36	0.004397	0.004397	0.004397	0.004397	0.004397	0.004397	
Ra37	0.004446	0.004446	0.004446	0.004446	0.004446	0.004446	
Ra38	0.004402	0.004402	0.004402	0.004402	0.004402	0.004402	
Ra39	0.004245	0.004245	0.004245	0.004245	0.004245	0.004245	
Ra40	0.004095	0.004095	0.004095	0.004095	0.004095	0.004095	
Ra41	0.003998	0.003998	0.003998	0.003998	0.003998	0.003998	
Ra42	0.003937	0.003937	0.003937	0.003937	0.003937	0.003937	
Ra43	0.003897	0.003897	0.003897	0.003897	0.003897	0.003897	
Ra44	0.004085	0.004085	0.004085	0.004085	0.004085	0.004085	
Ra45	0.004145	0.004145	0.004145	0.004145	0.004145	0.004145	
Ra46	0.004073	0.004073	0.004073	0.004073	0.004073	0.004073	
Ra47	0.004038	0.004038	0.004038	0.004038	0.004038	0.004038	
Ra48	0.004014	0.004014	0.004014	0.004014	0.004014	0.004014	
Ra49	0.003852	0.003852	0.003852	0.003852	0.003852	0.003852	
Ra50	0.003683	0.003683	0.003683	0.003683	0.003683	0.003683	
Ra51	0.003541	0.003541	0.003541	0.003541	0.003541	0.003541	
Ra52	0.003456	0.003456	0.003456	0.003456	0.003456	0.003456	
Ra53	0.003222	0.003222	0.003222	0.003222	0.003222	0.003222	
Ra54	0.002951	0.002951	0.002951	0.002951	0.002951	0.002951	
Ra55	0.003163	0.003163	0.003163	0.003163	0.003163	0.003163	
Ra56	0.003559	0.003559	0.003559	0.003559	0.003559	0.003559	
Ra57	0.003911	0.003911	0.003911	0.003911	0.003911	0.003911	
Ra58	0.004071	0.004071	0.004071	0.004071	0.004071	0.004071	
Ra59	0.004146	0.004146	0.004146	0.004146	0.004146	0.004146	
Ra60	0.004247	0.004247	0.004247	0.004247	0.004247	0.004247	
Ra61	0.004349	0.004349	0.004349	0.004349	0.004349	0.004349	
Ra62	0.004245	0.004245	0.004245	0.004245	0.004245	0.004245	
Ra63	0.004152	0.004152	0.004152	0.004152	0.004152	0.004152	
Ra64	0.003936	0.003936	0.003936	0.003936	0.003936	0.003936	
Ra65	0.003815	0.003815	0.003815	0.003815	0.003815	0.003815	
Ra66	0.00374	0.00374	0.00374	0.00374	0.00374	0.00374	
Ra67	0.00382	0.00382	0.00382	0.00382	0.00382	0.00382	
Ra68	0.003981	0.003981	0.003981	0.003981	0.003981	0.003981	
Ra69	0.003924	0.003924	0.003924	0.003924	0.003924	0.003924	
Ra70	0.003815	0.003815	0.003815	0.003815	0.003815	0.003815	
Ra71	0.003722	0.003722	0.003722	0.003722	0.003722	0.003722	
Ra72	0.003693	0.003693	0.003693	0.003693	0.003693	0.003693	;

